,0
1018,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1019,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1020,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 9), (8, 10), (9, 10)]"
1021,"[(0, 3), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (1, 5), (1, 8), (1, 9), (2, 3), (2, 5), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (5, 8), (5, 9), (6, 7), (8, 9)]"
1022,"[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 23), (1, 2), (1, 4), (1, 5), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 23), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 23), (3, 5), (3, 6), (3, 7), (3, 10), (3, 13), (3, 14), (3, 16), (3, 18), (3, 20), (3, 21), (3, 22), (3, 23), (3, 24), (4, 5), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 23), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (5, 24), (6, 7), (6, 10), (6, 13), (6, 14), (6, 16), (6, 18), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (8, 23), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (9, 23), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (11, 12), (11, 13), (11, 14), (11, 15), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (11, 23), (12, 13), (12, 14), (12, 15), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (12, 23), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (15, 23), (16, 18), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (17, 18), (17, 19), (17, 20), (17, 21), (17, 23), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (18, 24), (19, 20), (19, 21), (19, 23), (20, 21), (20, 22), (20, 23), (20, 24), (21, 22), (21, 23), (21, 24), (22, 23), (22, 24), (23, 24)]"
1023,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1024,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1025,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1026,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 5), (1, 8), (2, 5), (2, 8), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 8), (6, 7)]"
1027,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1028,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1029,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1030,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1031,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1032,"[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (7, 8), (7, 9), (8, 9)]"
1033,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (7, 8), (7, 9), (8, 9)]"
1034,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1035,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1036,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 9), (8, 10), (9, 10)]"
1037,"[(0, 1), (0, 2), (0, 6), (0, 7), (0, 11), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 26), (0, 27), (0, 29), (0, 33), (0, 39), (0, 41), (0, 42), (1, 2), (1, 4), (1, 6), (1, 7), (1, 8), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (1, 26), (1, 27), (1, 28), (1, 29), (1, 32), (1, 33), (1, 34), (1, 35), (1, 36), (1, 37), (1, 39), (1, 40), (1, 41), (1, 42), (2, 5), (2, 6), (2, 7), (2, 8), (2, 11), (2, 13), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 26), (2, 27), (2, 28), (2, 29), (2, 33), (2, 36), (2, 39), (2, 41), (2, 42), (3, 5), (3, 8), (3, 13), (3, 15), (3, 20), (3, 30), (3, 33), (3, 37), (3, 38), (3, 40), (4, 8), (4, 10), (4, 12), (4, 13), (4, 14), (4, 16), (4, 20), (4, 22), (4, 28), (4, 32), (4, 34), (4, 35), (4, 36), (4, 37), (4, 40), (5, 8), (5, 9), (5, 13), (5, 14), (5, 15), (5, 16), (5, 20), (5, 23), (5, 24), (5, 25), (5, 28), (5, 30), (5, 31), (5, 33), (5, 36), (5, 37), (5, 38), (5, 39), (5, 40), (6, 7), (6, 11), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (6, 26), (6, 27), (6, 29), (6, 33), (6, 39), (6, 41), (6, 42), (7, 11), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 26), (7, 27), (7, 29), (7, 33), (7, 39), (7, 41), (7, 42), (8, 10), (8, 12), (8, 13), (8, 14), (8, 16), (8, 20), (8, 22), (8, 28), (8, 32), (8, 34), (8, 35), (8, 36), (8, 37), (8, 39), (8, 40), (9, 20), (9, 23), (9, 24), (9, 25), (9, 31), (9, 33), (10, 12), (10, 13), (10, 14), (10, 16), (10, 20), (10, 22), (10, 28), (10, 32), (10, 34), (10, 35), (10, 36), (10, 37), (10, 40), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (11, 26), (11, 27), (11, 29), (11, 33), (11, 39), (11, 41), (11, 42), (12, 13), (12, 14), (12, 16), (12, 20), (12, 22), (12, 28), (12, 32), (12, 34), (12, 35), (12, 36), (12, 37), (12, 40), (13, 14), (13, 16), (13, 20), (13, 22), (13, 28), (13, 32), (13, 34), (13, 35), (13, 36), (13, 37), (13, 39), (13, 40), (14, 16), (14, 20), (14, 22), (14, 28), (14, 32), (14, 34), (14, 35), (14, 36), (14, 37), (14, 39), (14, 40), (15, 20), (15, 30), (15, 33), (15, 37), (15, 38), (15, 40), (16, 20), (16, 22), (16, 28), (16, 32), (16, 34), (16, 35), (16, 36), (16, 37), (16, 39), (16, 40), (17, 18), (17, 19), (17, 20), (17, 21), (17, 26), (17, 27), (17, 29), (17, 33), (17, 39), (17, 41), (17, 42), (18, 19), (18, 20), (18, 21), (18, 26), (18, 27), (18, 29), (18, 33), (18, 39), (18, 41), (18, 42), (19, 20), (19, 21), (19, 26), (19, 27), (19, 29), (19, 33), (19, 39), (19, 41), (19, 42), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (20, 35), (20, 36), (20, 37), (20, 38), (20, 39), (20, 40), (20, 41), (20, 42), (21, 26), (21, 27), (21, 29), (21, 33), (21, 39), (21, 41), (21, 42), (22, 28), (22, 32), (22, 34), (22, 35), (22, 36), (22, 37), (22, 40), (23, 24), (23, 25), (23, 31), (23, 33), (24, 25), (24, 31), (24, 33), (25, 31), (25, 33), (26, 27), (26, 29), (26, 33), (26, 39), (26, 41), (26, 42), (27, 29), (27, 33), (27, 39), (27, 41), (27, 42), (28, 32), (28, 34), (28, 35), (28, 36), (28, 37), (28, 39), (28, 40), (29, 33), (29, 39), (29, 41), (29, 42), (30, 33), (30, 37), (30, 38), (30, 40), (31, 33), (32, 34), (32, 35), (32, 36), (32, 37), (32, 40), (33, 37), (33, 38), (33, 39), (33, 40), (33, 41), (33, 42), (34, 35), (34, 36), (34, 37), (34, 40), (35, 36), (35, 37), (35, 40), (36, 37), (36, 39), (36, 40), (37, 38), (37, 40), (38, 40), (39, 41), (39, 42), (41, 42)]"
1038,"[(0, 1), (0, 4), (0, 9), (0, 13), (0, 20), (0, 21), (0, 24), (0, 29), (0, 31), (0, 32), (0, 33), (0, 35), (0, 36), (0, 41), (0, 43), (0, 44), (0, 46), (0, 49), (0, 51), (1, 4), (1, 9), (1, 13), (1, 20), (1, 21), (1, 24), (1, 29), (1, 31), (1, 32), (1, 33), (1, 35), (1, 36), (1, 41), (1, 43), (1, 44), (1, 46), (1, 49), (1, 51), (2, 5), (2, 10), (2, 11), (2, 15), (2, 16), (2, 17), (2, 25), (2, 29), (2, 31), (2, 32), (2, 33), (2, 37), (2, 41), (2, 43), (2, 48), (2, 49), (2, 52), (3, 19), (3, 23), (3, 26), (3, 38), (3, 40), (3, 41), (3, 45), (4, 9), (4, 10), (4, 13), (4, 15), (4, 18), (4, 20), (4, 21), (4, 22), (4, 24), (4, 25), (4, 26), (4, 29), (4, 31), (4, 32), (4, 33), (4, 35), (4, 36), (4, 41), (4, 43), (4, 44), (4, 46), (4, 48), (4, 49), (4, 51), (4, 53), (5, 10), (5, 11), (5, 15), (5, 16), (5, 17), (5, 25), (5, 29), (5, 31), (5, 32), (5, 33), (5, 37), (5, 41), (5, 43), (5, 48), (5, 49), (5, 52), (6, 8), (6, 13), (6, 18), (6, 28), (6, 29), (6, 33), (6, 35), (6, 41), (6, 44), (6, 46), (6, 47), (6, 49), (6, 51), (7, 10), (7, 11), (7, 12), (7, 14), (7, 15), (7, 17), (7, 22), (7, 27), (7, 29), (7, 30), (7, 34), (7, 39), (7, 41), (7, 42), (7, 50), (7, 53), (8, 13), (8, 18), (8, 28), (8, 29), (8, 33), (8, 35), (8, 41), (8, 44), (8, 46), (8, 47), (8, 48), (8, 49), (8, 51), (9, 13), (9, 20), (9, 21), (9, 24), (9, 29), (9, 31), (9, 32), (9, 33), (9, 35), (9, 36), (9, 41), (9, 43), (9, 44), (9, 46), (9, 49), (9, 51), (10, 11), (10, 12), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 22), (10, 25), (10, 26), (10, 27), (10, 29), (10, 30), (10, 31), (10, 32), (10, 33), (10, 34), (10, 37), (10, 39), (10, 41), (10, 42), (10, 43), (10, 48), (10, 49), (10, 50), (10, 52), (10, 53), (11, 12), (11, 14), (11, 15), (11, 16), (11, 17), (11, 22), (11, 25), (11, 27), (11, 29), (11, 30), (11, 31), (11, 32), (11, 33), (11, 34), (11, 37), (11, 39), (11, 41), (11, 42), (11, 43), (11, 48), (11, 49), (11, 50), (11, 52), (11, 53), (12, 14), (12, 15), (12, 17), (12, 22), (12, 27), (12, 29), (12, 30), (12, 34), (12, 39), (12, 41), (12, 42), (12, 50), (12, 53), (13, 18), (13, 20), (13, 21), (13, 24), (13, 28), (13, 29), (13, 31), (13, 32), (13, 33), (13, 35), (13, 36), (13, 41), (13, 43), (13, 44), (13, 46), (13, 47), (13, 49), (13, 51), (14, 15), (14, 17), (14, 22), (14, 27), (14, 29), (14, 30), (14, 34), (14, 39), (14, 41), (14, 42), (14, 50), (14, 53), (15, 16), (15, 17), (15, 18), (15, 22), (15, 25), (15, 26), (15, 27), (15, 29), (15, 30), (15, 31), (15, 32), (15, 33), (15, 34), (15, 37), (15, 39), (15, 41), (15, 42), (15, 43), (15, 48), (15, 49), (15, 50), (15, 52), (15, 53), (16, 17), (16, 25), (16, 29), (16, 31), (16, 32), (16, 33), (16, 37), (16, 41), (16, 43), (16, 48), (16, 49), (16, 52), (17, 22), (17, 25), (17, 27), (17, 29), (17, 30), (17, 31), (17, 32), (17, 33), (17, 34), (17, 37), (17, 39), (17, 41), (17, 42), (17, 43), (17, 48), (17, 49), (17, 50), (17, 52), (17, 53), (18, 25), (18, 28), (18, 29), (18, 33), (18, 35), (18, 41), (18, 44), (18, 46), (18, 47), (18, 49), (18, 51), (19, 23), (19, 26), (19, 38), (19, 40), (19, 41), (19, 45), (20, 21), (20, 24), (20, 29), (20, 31), (20, 32), (20, 33), (20, 35), (20, 36), (20, 41), (20, 43), (20, 44), (20, 46), (20, 49), (20, 51), (21, 24), (21, 29), (21, 31), (21, 32), (21, 33), (21, 35), (21, 36), (21, 41), (21, 43), (21, 44), (21, 46), (21, 49), (21, 51), (22, 27), (22, 29), (22, 30), (22, 34), (22, 39), (22, 41), (22, 42), (22, 48), (22, 49), (22, 50), (22, 53), (23, 26), (23, 38), (23, 40), (23, 41), (23, 45), (24, 29), (24, 31), (24, 32), (24, 33), (24, 35), (24, 36), (24, 41), (24, 43), (24, 44), (24, 46), (24, 49), (24, 51), (25, 29), (25, 31), (25, 32), (25, 33), (25, 37), (25, 41), (25, 43), (25, 48), (25, 49), (25, 52), (26, 29), (26, 33), (26, 38), (26, 40), (26, 41), (26, 45), (27, 29), (27, 30), (27, 34), (27, 39), (27, 41), (27, 42), (27, 49), (27, 50), (27, 53), (28, 29), (28, 33), (28, 35), (28, 41), (28, 44), (28, 46), (28, 47), (28, 49), (28, 51), (29, 30), (29, 31), (29, 32), (29, 33), (29, 34), (29, 35), (29, 36), (29, 37), (29, 39), (29, 41), (29, 42), (29, 43), (29, 44), (29, 46), (29, 47), (29, 48), (29, 49), (29, 50), (29, 51), (29, 52), (29, 53), (30, 34), (30, 39), (30, 41), (30, 42), (30, 50), (30, 53), (31, 32), (31, 33), (31, 35), (31, 36), (31, 37), (31, 41), (31, 43), (31, 44), (31, 46), (31, 48), (31, 49), (31, 51), (31, 52), (32, 33), (32, 35), (32, 36), (32, 37), (32, 41), (32, 43), (32, 44), (32, 46), (32, 48), (32, 49), (32, 51), (32, 52), (33, 35), (33, 36), (33, 37), (33, 41), (33, 43), (33, 44), (33, 46), (33, 47), (33, 48), (33, 49), (33, 51), (33, 52), (34, 39), (34, 41), (34, 42), (34, 50), (34, 53), (35, 36), (35, 41), (35, 43), (35, 44), (35, 46), (35, 47), (35, 49), (35, 51), (36, 41), (36, 43), (36, 44), (36, 46), (36, 49), (36, 51), (37, 41), (37, 43), (37, 48), (37, 49), (37, 52), (38, 41), (39, 41), (39, 42), (39, 50), (39, 53), (40, 41), (40, 45), (41, 42), (41, 43), (41, 44), (41, 45), (41, 46), (41, 47), (41, 48), (41, 49), (41, 50), (41, 51), (41, 52), (41, 53), (42, 50), (42, 53), (43, 44), (43, 46), (43, 48), (43, 49), (43, 51), (43, 52), (44, 46), (44, 47), (44, 49), (44, 51), (46, 47), (46, 49), (46, 51), (47, 49), (47, 51), (48, 49), (48, 52), (48, 53), (49, 50), (49, 51), (49, 52), (50, 53)]"
1039,"[(0, 6), (0, 12), (0, 15), (0, 18), (1, 3), (1, 4), (1, 7), (1, 9), (1, 10), (1, 11), (1, 13), (1, 17), (1, 18), (1, 19), (2, 8), (2, 14), (2, 18), (3, 4), (3, 5), (3, 7), (3, 9), (3, 10), (3, 11), (3, 13), (3, 16), (3, 17), (3, 18), (3, 19), (4, 7), (4, 9), (4, 10), (4, 11), (4, 13), (4, 17), (4, 18), (4, 19), (5, 7), (5, 10), (5, 11), (5, 13), (5, 16), (5, 17), (5, 18), (6, 12), (6, 15), (6, 18), (7, 9), (7, 10), (7, 11), (7, 13), (7, 16), (7, 17), (7, 18), (7, 19), (8, 14), (8, 18), (9, 10), (9, 11), (9, 13), (9, 17), (9, 18), (9, 19), (10, 11), (10, 13), (10, 16), (10, 17), (10, 18), (10, 19), (11, 13), (11, 16), (11, 17), (11, 18), (11, 19), (12, 15), (12, 18), (13, 16), (13, 17), (13, 18), (13, 19), (14, 18), (15, 18), (16, 17), (16, 18), (17, 18), (17, 19), (18, 19)]"
1040,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1041,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1042,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (1, 2), (1, 3), (1, 4), (1, 8), (1, 11), (1, 12), (1, 14), (1, 15), (1, 16), (2, 3), (2, 4), (2, 8), (2, 11), (2, 12), (2, 14), (2, 15), (2, 16), (3, 4), (3, 8), (3, 11), (3, 12), (3, 14), (3, 15), (3, 16), (4, 8), (4, 11), (4, 12), (4, 14), (4, 15), (4, 16), (5, 6), (5, 7), (5, 9), (5, 10), (5, 12), (5, 13), (5, 15), (6, 7), (6, 9), (6, 10), (6, 12), (6, 13), (6, 15), (7, 9), (7, 10), (7, 12), (7, 13), (7, 15), (8, 11), (8, 12), (8, 14), (8, 15), (8, 16), (9, 10), (9, 12), (9, 13), (9, 15), (10, 12), (10, 13), (10, 15), (11, 12), (11, 14), (11, 15), (11, 16), (12, 13), (12, 14), (12, 15), (12, 16), (13, 15), (14, 15), (14, 16), (15, 16)]"
1043,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 15), (14, 16), (14, 17), (14, 18), (15, 16), (15, 17), (15, 18), (16, 17), (16, 18), (17, 18)]"
1044,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (7, 10), (7, 11), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]"
1045,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1046,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (0, 12), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 10), (1, 11), (1, 12), (2, 3), (2, 4), (2, 7), (2, 9), (3, 4), (3, 7), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (5, 6), (5, 7), (5, 8), (5, 10), (5, 11), (5, 12), (6, 7), (6, 8), (6, 10), (6, 11), (6, 12), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (8, 10), (8, 11), (8, 12), (10, 11), (10, 12), (11, 12)]"
1047,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
